"ID_REF"	"GSM322969"	"GSM323054"	"GSM323523"	"GSM323524"	"GSM323525"	"GSM323526"	"GSM323527"	"GSM323528"	"GSM323529"	"GSM323530"	"GSM323531"	"GSM323554"	"GSM323555"	"GSM323557"	"GSM323558"	"GSM323559"	"GSM323560"	"GSM323561"	"GSM323562"	"GSM323563"	"GSM323564"	"GSM323565"	"GSM323566"	"GSM323567"	"GSM323569"
"205804_s_at"	173.87	150.91	140.52	153.22	135.64	129.52	203.33	170.85	132.7	169.64	116.98	174.31	181.45	179.68	138.3	131.93	174.18	152.6	170.01	177.97	161.57	131.23	129.6	126.34	187.89
"205805_s_at"	163.21	116.23	137.04	122.69	147.1	160.79	169.13	146.02	161.51	169.9	131.02	152.39	127.86	159.4	123.07	135.06	194.06	209.19	200.84	168.23	198.21	204.76	190.7	210.13	187.23
"205806_at"	227.36	207.56	226.15	234.99	259.83	249.05	214.54	208.96	252.71	217.75	185.78	234.36	300.37	204.44	240.13	255.33	261.18	295.65	286.19	297.1	238.74	155.53	183.79	172.19	131.68
"205807_s_at"	171.99	205.76	189.18	186.37	163.47	206.29	213.31	193.19	186.56	191.82	168.1	197.68	184.55	199.8	204.98	179.93	188.95	190.21	179.61	193.05	165.64	248.99	231.46	229.91	234.06
"205808_at"	156.65	142.69	151.09	130.36	142.29	163.71	137.83	159.37	147.94	169.09	140.11	152.46	152.05	126.26	120.98	134.32	154.04	154.68	120.11	169.18	139.18	128.47	132.7	129.18	104.3
"205809_s_at"	236.54	230.82	252.71	234.24	285.62	254.65	275.25	267.49	201.54	261.24	198.17	225.5	249.64	233.22	274.1	201.16	228.31	186.59	226.65	296.14	270.29	189.15	252.43	199.27	174.53
"205810_s_at"	389.42	437.65	455.72	483.85	428.1	520.21	419.73	503.91	342.05	436.64	315.91	415.16	433.44	449.11	429.77	315.91	333.1	502.84	335.97	414.67	425.03	405.21	408.67	469.17	384.46
"205811_at"	291.89	346.18	331.07	308.4	329.33	294.39	347.61	306.58	273.69	373.64	332.47	342.28	324.09	355.2	301.11	271.96	282.32	275.44	239.88	284.5	297.46	330.37	291.66	252.05	302.6
"205812_s_at"	1408.36	1025.43	1285.91	1279.95	1432.8	1185.8	1311.15	1597.13	1318.36	1062.89	1237.13	1255.61	1458.34	1063.9	1450.41	1447.5	1439	1575.97	1559.39	1701.03	1574.22	563.84	852.04	567.86	819.55
"205813_s_at"	333.21	309.09	269.55	237.95	261.78	313.74	343.77	285.04	265.25	280.69	280.12	295.49	285.22	331.62	244.92	253.77	263.05	277.5	266.61	280.94	343.14	325.14	244.95	233.19	311.84
"205814_at"	108.64	90	99.83	97.86	119.66	106.72	98.25	96.7	96.99	112.96	134	82.68	103.09	106.2	99.26	95.63	98.14	92.63	112.04	97.74	219.46	607.01	407.99	507.15	785.85
"205815_at"	145.51	127.57	126.41	108.52	134.77	135.03	140.17	139.56	111.81	141.33	104.45	144.33	131.08	130.14	116.52	98.44	115.46	127.67	113.08	142.98	146.07	121.01	113.37	106.96	150.09
"205816_at"	76.87	79.26	111.92	92.23	104	94.95	92.93	106.46	100.68	107.14	122.74	102.92	89.03	91.28	118.84	90.25	90.54	100.23	90.81	93.82	216.47	82.68	108.29	73.81	94.13
"205817_at"	201.81	195.79	164.73	168.91	180.14	206.16	204.61	159.62	181.89	200.55	231.52	162.5	181.08	168.98	184.39	138.56	141.25	204.55	167.49	210.08	180.47	264.93	199.86	238.14	159.29
"205818_at"	453.63	853.4	1165.65	626.2	599.48	574.22	579.08	477.81	751.87	958.08	512.61	689.32	511.52	916.7	816.64	870.36	298.07	386.72	328.71	354	190.32	724.08	537.3	712.27	414.02
"205819_at"	195.58	165.51	158.78	170.68	167.31	212.49	189.66	181.51	144.72	171.77	158.75	178.66	167.73	191.98	151.71	160.28	163.99	155.25	162.97	207.74	155.84	209.81	157.13	198.14	211.88
"205820_s_at"	44.76	29.36	44.96	42.7	41.01	41.06	44.44	33.41	34.79	43.25	34.42	34.81	46.77	41.11	41.39	41.64	41.8	34.58	43.42	52.7	49.19	43.53	36.63	38.32	81.76
"205821_at"	227.53	262.17	226.94	206.68	228	253.9	240.26	211.67	233.93	339.56	268.44	352.49	213.7	257.48	275.26	328.15	196	196.92	233.37	225.13	240.11	178.13	158.64	180.85	157.5
"205822_s_at"	198.08	275.39	347.75	223.8	361.28	196.18	202.6	219.09	219.45	278.18	208.21	284.26	221.92	234.57	156.39	182.08	273.56	289.25	155.22	178.58	296.38	239.27	201.87	233.86	549.09
"205823_at"	182.74	208.48	201.1	205.24	223.25	234.94	195.7	234.49	223.04	191.8	287.1	194.31	223.25	222.33	263.41	239.14	205.56	223.45	240.72	241.66	348.36	233.48	243.76	216.47	263.62
"205824_at"	286.23	248.02	274.86	236.22	259.86	367.06	280.6	392.14	219.38	213.41	138	279.81	207.13	251.2	319.63	286.38	314.24	278.55	224.09	204.04	325.98	346.53	259.26	446.48	165.83
"205825_at"	664.6	138.18	139.52	283.11	278.3	129.69	361.98	286.45	266.21	142.01	245.59	200.33	233.21	173.11	174.79	181.57	170.42	248.72	482.54	487.05	171.11	114.75	117.47	128.24	136.22
"205826_at"	252.26	256.57	192.43	202.59	267.42	229.81	212.57	234.87	203.45	302.58	196.68	210.99	250.67	269.63	207.62	211.11	253.3	234.56	184.88	215.93	185.65	198.78	231.07	209.86	278.51
"205827_at"	87.06	67.65	57.96	52.52	77.78	77.18	69.07	78.65	68.34	90.43	59.84	64.76	58.8	75.75	62.39	61.91	62.95	59.41	66.69	72.16	205.89	59.66	73.72	72.09	176.17
"205828_at"	103.43	87.47	83.44	91.2	76.36	79.51	104.55	90.83	71.03	89.66	60.14	75.43	78.63	98.04	71.8	71.07	64.25	77.45	86.39	88.57	89.11	89.36	76.6	78.51	77.8
"205829_at"	35.43	16.16	42.73	44.67	37.81	46.94	31.71	29.91	37.59	28.45	43.58	28.99	36.17	41.3	41.54	35.52	32.02	34.31	44.74	51.88	44.46	47.15	42.36	47.07	55.81
"205830_at"	22.62	30.61	17.69	24.03	25.96	25.79	38.97	21.23	36.23	24.32	17.43	21.13	19.41	31.54	18.88	18.37	27.63	17.97	21.54	30.35	19.06	72.35	74.62	194.5	44.06
"205831_at"	206.64	182.17	191.07	172.03	166.79	180.03	200.12	222.7	156.53	186.78	142.38	189.53	169.56	196.07	160.98	180.02	214.62	185.89	255.83	164.6	270.79	201	156.28	162.23	149.9
"205832_at"	273.2	230.77	245.91	206.73	257.1	265.69	302.62	283.84	226.85	285.03	236.05	220.78	241.03	313.4	227.17	214.98	267.18	268.03	242.45	278.56	261.5	295.19	252.87	263.36	276.83
"205833_s_at"	146.88	146.98	121.02	125.43	150.58	152.39	161.86	147.91	123.89	156.1	141.1	138.74	133.06	151.83	133.08	125.04	143.17	137.22	118.76	134.61	145.47	138.4	124.68	115.27	152.61
"205834_s_at"	445.73	410.89	408.7	341.36	388.33	304.5	481.66	420.65	336.1	403.13	302.31	451.88	398.46	465.9	291.01	317.43	397.94	436.46	339.33	377.85	439.19	386.33	344.17	327.09	478.76
"205835_s_at"	50.25	64.67	54.52	69.71	47.7	52.54	63.58	61.14	63.73	57.31	80.26	70.53	60.29	67.3	57	60.55	48.95	68.33	50.93	64.66	54.66	84.02	73.25	93.77	50.34
"205836_s_at"	122.12	157.93	135.2	151.08	108.78	107.57	128.51	137.7	183.5	156.28	185.03	157.83	135.09	163.43	153.95	177.42	133.61	178.56	127.15	98.03	119.59	143.35	197.15	184.45	110.24
"205837_s_at"	5.49	6.37	10.68	7.86	2.94	5.58	5.57	0.66	5.16	12.51	13.69	7.21	5.52	5.3	6.59	5.5	4.27	7.24	4.93	7.06	7.97	5.63	6.41	6.35	7.9
"205838_at"	88.96	78.6	68.05	74.36	70.89	71.46	86.5	82.07	76.04	83.54	63.57	71.86	73.53	80.03	72.36	62.45	65.31	81.18	67.32	67.67	86.25	76.52	66.89	63.94	69.42
"205839_s_at"	220.05	363.06	334.85	327.79	391.42	348.94	318.64	279.93	392.27	459.86	302.28	360.23	410.88	355.77	513.15	479.73	325.32	266.85	242.11	316.88	379.67	429.88	469.18	354.38	370.03
"205840_x_at"	190.64	156.14	157.36	169.87	179.15	173.02	217.8	189.67	127.5	185.47	142.56	164.35	168.26	180.82	158.13	141.93	177.66	158.65	152.59	170.89	180.74	173.29	158.07	139.17	509.08
"205841_at"	112.56	95.4	106.81	90.99	78.15	85.8	81.15	114.18	128.99	97.89	92.21	113.38	116.46	98.48	103.96	103.57	120.38	91.42	93.6	70.34	93.92	54.12	90.43	94.71	47.84
"205842_s_at"	304.12	234.55	235.71	244.45	251.23	258.47	212.36	230.86	237.77	293.4	231.17	222.17	204.72	231.94	265.67	223.42	246.39	274.93	225.51	231.79	232.82	304.68	287.41	308.36	207.67
"205843_x_at"	810.13	777.83	749.59	822.35	797.61	764.29	1007.29	742.99	668.17	888.66	608.65	815.48	743.1	976.44	720.85	599.11	692.4	706.35	728.38	922.2	693.98	619.77	588.61	465.46	706.59
"205844_at"	76.43	51.94	46.28	45.97	47.11	52.55	59.99	55.17	97.54	62.39	36.66	62.14	44.67	63.51	56.82	53.48	52.41	59.38	51.77	53.81	66.17	47.98	44.74	36.1	40.22
"205845_at"	308.06	256.9	272.71	258.24	303.36	284.78	297.94	278.75	259.05	320.29	238.57	275.32	282.35	302.46	225.56	221.91	239.08	343.22	256.99	272.48	286.68	305.73	295.06	247.82	445.75
"205846_at"	120.07	109.61	106.61	137.79	102.7	152.2	115.75	134.28	124.18	122.18	146.76	102.34	123.85	120.14	131.68	120.08	135.27	118.79	116.91	133.72	104.43	168.18	176.87	160.14	111.6
"205847_at"	319.25	242.18	253.87	247.63	265.06	257.35	292.43	278.09	270.32	300.65	221.25	299.73	288.26	324.11	222.77	225.71	257.53	286.8	272.63	299.26	363	331.74	569.22	343.23	404.43
"205848_at"	26.85	40.18	76.78	32.74	107.55	37.15	51.59	46.53	148.86	80.24	30	59.3	42.46	38.8	45.32	77.45	67.29	42.68	66.22	36.4	32.54	29.29	51.82	58.79	32.44
"205849_s_at"	2086.44	2495.48	2965.02	2564.44	1933.24	1721.54	2717.35	3002.33	2595.83	2095.94	2272.74	1766.12	2796.58	2664.2	3078.36	2904.88	2246.45	2353.91	2742.14	2439.67	2460.94	2612.36	3174.26	2270.38	1234.96
"205850_s_at"	54.85	146.54	149.16	110.64	103.78	61.62	103.05	50.5	114.51	142.71	135.22	108.51	69.84	126	55.8	98.81	51.16	89.54	50.29	50.58	31.77	202.47	88.25	184.04	198.2
"205851_at"	236.74	215.63	221.39	246.79	225.17	252.95	229.68	256.59	198.76	265.16	246.33	236.09	226.11	226.3	228.58	216.82	226.36	219.19	235.77	195.69	262.37	234.93	270.81	164.41	225.52
"205852_at"	73.02	80.46	77.77	73.29	100.74	93.62	77.46	78.42	70.74	75.75	77.12	75.99	81.52	84.79	92.03	72.74	71.22	69.87	71.9	101.24	95.66	132.9	110.47	132.06	129.61
"205853_at"	262.2	257.91	222.11	241.86	252.99	233.06	274.73	208.57	219.57	255.47	216.9	278.92	266.14	313.05	192.48	224.38	244.95	237.07	236.55	342.56	263.24	294.12	216.95	237.06	325.04
"205854_at"	232.89	244.84	346.59	358.98	298.62	462.74	341.01	304.35	406.66	287.56	175.81	258.65	337.97	380.3	436.63	325.03	302.76	283.29	397.98	536.07	439.01	448.93	452.98	455.73	322.37
"205855_at"	86.57	74.81	80.29	80.49	82.39	90.29	91.76	94.78	81.03	89.46	88.68	90.96	79.72	77.68	89.12	77.07	73.93	81.66	80.91	99.41	94.77	83.82	81.39	86.94	64.92
"205856_at"	38.55	26.05	180.78	53.26	27.32	666.88	67.06	768.56	26.62	54.52	19.57	39	124.03	56.55	42.06	36.26	183.33	188.91	31.99	26.5	36.21	35.99	695.14	50.25	26.74
"205857_at"	145.34	110.68	127.75	95.79	132.12	100.68	128.14	146.65	107.28	138.99	114.31	116.7	131.22	105.81	87	100.26	144.33	130.6	109.74	93.75	108.56	93.46	85.86	86.83	98.59
"205858_at"	155.9	173.84	133.09	153.87	230.93	215.12	162.31	155.85	132.8	173.59	289.86	142.32	163.99	202.81	167.85	133.15	125.24	258.03	135.75	245.89	167.96	158.85	166.53	151.56	139.39
"205859_at"	540.08	439.41	531.55	581.69	452	429.89	636.94	562.89	420.92	387.52	538.88	541.45	533.63	434.9	582.46	494.83	567.19	500.6	790.56	630.39	792.39	239	415.79	205.14	226.27
"205860_x_at"	52.62	55.49	56.64	108.9	73.95	75.13	108.31	74.8	60.08	92.51	95.72	76.02	82.01	61.82	56.32	66.32	180.69	65.55	83.71	91.98	78.3	126.01	120.36	202.48	78.83
"205861_at"	232.71	222.25	186.47	207.38	234.91	243.04	216.91	206.71	152.6	226.87	160.44	202.35	221.14	244.12	199.83	176.46	196.42	221	193.67	263.72	217.78	234.46	218.33	223.4	255.85
"205862_at"	10.48	12.85	41.18	31.02	38.1	51.54	24.48	32.67	31.38	31.4	39.43	18.47	15.66	16.06	49.1	36.66	23	23.3	13.22	10.7	17.42	23.76	49.81	51.42	37.05
"205863_at"	108.25	99.69	96.84	96.03	106.24	107.87	103.71	100.32	90.58	111.05	82.86	107.71	97.43	101.78	108.37	89.56	99.24	105.24	96.54	142.1	123.06	114.47	88.85	97.23	98.23
"205864_at"	164.55	171.26	154.37	161.99	172.79	218.84	169.62	183.4	141.84	186.29	145.07	173.77	161.86	178.11	141.21	132.74	156.58	157.8	137.28	199.59	194.52	234.79	160.31	165.93	208.46
"205865_at"	190.16	151.95	165.71	164.45	180.19	191.71	195.19	176.44	173.1	199.68	207.52	187.08	178.02	215.66	181.61	159.26	161.45	190.75	160.98	213.84	177.75	174.53	187.99	168.47	182.84
"205866_at"	480.77	553.33	506.37	525.35	480.22	404.17	535	433.77	457.5	422.3	400.41	543.66	445.72	504.86	430.05	411.88	484.3	517.18	526.96	482.87	399.52	503.09	394.04	333.44	801.81
"205867_at"	69.11	90.07	109.16	128.05	99.01	107.65	91.33	91.63	112.81	114.71	117.94	108.98	99.84	99.19	111.31	99.75	95.17	122.56	117.29	127.16	93.52	115.6	107.77	132.07	103.68
"205868_s_at"	130.39	167.53	131.82	156.83	142.74	107.96	127.84	114.55	141.56	170.8	184.51	168.24	126.1	124.69	104.12	110.58	86.51	144.02	114.9	118.61	95.55	143.21	119.03	145.96	133.95
"205869_at"	152.96	103.1	92.82	96.45	98.95	103.45	137.39	114.25	104.15	137.39	76.95	125.98	110.58	128.43	93.19	102.07	101.31	105.54	92.53	111.12	155.38	117.02	92.07	104.74	132.33
"205870_at"	100.3	87.86	88.36	122.48	83.7	126.82	95.22	92.38	102.87	89.78	94.59	108.53	100.23	91.78	105.49	96.67	96.88	83.67	112.63	122.68	120.27	120.66	135.7	162.05	88.79
"205871_at"	47.01	70.01	132.72	79.8	57.49	62.84	83.55	91	62.05	59.21	93.17	92.16	55.19	84.39	121.33	88.96	79.07	72.38	87.9	122.66	82.96	125.23	271.55	88.6	60.03
"205872_x_at"	252.3	328.65	627.78	373.35	262.57	415.79	319.33	616.62	470.51	316.04	164.71	193.07	342.98	285.66	341.25	163.89	315.05	340.99	199.1	168.94	201.88	391.33	362.95	473.63	233.42
"205873_at"	265.86	277.07	234.78	252.61	238.95	264.03	278.83	235.59	213.63	252.05	228.98	245.88	243.08	290.52	211.79	199.43	226.73	232.59	226.5	269.28	249.38	243.97	225.1	193.56	250.71
"205874_at"	109.67	116.13	128.02	137.88	119.52	149.66	125.54	137.56	102.21	127.68	117.99	118.17	118.36	107.58	146.62	136.95	115.82	138.39	126.67	173.81	160.19	207.94	172.74	237.79	124.34
"205875_s_at"	296.51	264.61	343.53	290.2	283.09	313.99	322.96	272.9	309.13	356.74	275.87	340.11	245.42	330.94	307.21	298.94	322.96	329.51	312.55	325.59	431.82	302.41	420.55	310.34	254.26
"205876_at"	180.37	114.72	225.14	150.95	69.12	166.32	120.06	359.36	120.94	127.97	93.15	148.06	151.95	101.3	118.36	114.24	102.95	493.96	95.68	53.12	106.25	63.59	89.54	54.16	38.56
"205877_s_at"	333.47	325.46	410.03	332.47	403.19	483.59	436.41	417.55	316.07	493.68	379.51	381.87	380.99	477.46	312.91	336.37	388.49	426.88	311.58	434.15	434.68	431.07	426.25	367.88	545.56
"205878_at"	154.17	179.55	170.59	175.28	201.61	220.46	202.48	173.15	182.08	194.29	180.73	190.83	169.42	167.35	213.17	194.2	169.73	170.03	196.51	257.72	217.75	246.17	219.67	232.02	204.67
"205879_x_at"	283.7	277.05	237.6	246.7	277.1	223.34	333.44	270.11	259.69	307.66	261.88	296.81	286.6	336.35	223.78	214.66	222.16	294.34	230.99	230.89	260.96	255.99	231.74	240.21	311.62
"205880_at"	708.99	636.23	823.17	594.62	527.44	604.37	595.89	635.17	812.07	719.88	616.2	745.71	891.6	658.96	737.79	772.22	936.69	750.2	592.43	452.56	268.68	238.61	237.17	160.73	177.62
"205881_at"	129.79	134.65	144.52	116.3	134.16	120.23	130.82	116.79	156.11	139.89	151.99	141.46	126.59	151.27	113.49	143.97	120.79	130.88	107.24	122.52	119.95	136.56	118.58	126.35	252.07
"205882_x_at"	656.32	2165.19	1765.19	1490.06	1427.7	2177.8	1670.61	1795.93	1305.64	2010.21	912.51	1463.46	1685.04	1591.27	1634.29	1346.75	1545.57	1087.86	1024.13	1008.41	2534.92	1744.27	2337.41	1391.12	481.91
"205883_at"	771.03	1058.4	924.81	904.16	363.69	1189.81	720.39	1948.04	874.16	937.36	275.44	836.24	1066.6	706.63	1098.98	830.99	908.14	1731.64	977.75	943.99	297.67	401.6	626.65	834.46	184.76
"205884_at"	64.33	61.59	64.5	79.45	54.97	56.52	65.73	70.67	48.36	59.74	167.67	64.26	85.34	51.31	46.76	61.37	88.2	57.46	81.18	48.69	88.59	54.47	60.22	60.72	38.31
"205885_s_at"	48.43	24.84	35.66	43.32	26.34	31.91	45.87	38.12	30.9	43.61	93.86	34.84	42.18	29.87	26.64	43.08	55.28	44.45	50.39	22.23	47.19	25.34	44.56	24.56	21.59
"205886_at"	94.52	79.67	96.66	103.28	104.97	100.81	86.47	96.61	95.66	97.41	92.67	82.02	93.58	94.56	76.12	81	103.09	107.53	114.03	89.49	100.53	91.35	99.94	77.72	102.58
"205887_x_at"	83.11	121.85	129.77	141.66	101.8	122.78	90.16	153.42	150.6	116.18	148.46	126.68	136.25	119.89	178.38	152.08	109.88	173.01	158.24	122.57	164.02	132.15	149.22	123.3	90.07
"205888_s_at"	385.76	298.53	332.85	317.55	345.2	347.38	309.93	389.25	384.25	295.82	240.2	322.71	396.13	294.11	315.24	323.15	355.41	626.51	429.18	340.96	450.16	317.88	437.95	390.49	257.46
"205889_s_at"	155.6	179.91	184.35	148.91	167.82	262.37	185.33	231.97	233.47	145.09	135.64	147.51	265.12	193.4	207.98	176.46	170.21	323.13	223.85	172.29	353.69	435.39	809.82	595.27	289.61
"205890_s_at"	317.59	260.93	247.03	211.66	287.88	352.93	258.58	250.19	234.98	290.83	210.43	248.48	329.62	268.01	272.17	257.38	252.19	307.95	253.23	265.76	264.52	379.18	289.02	248.11	217.18
"205891_at"	161.08	148.69	132.65	163.01	198.93	145.47	173.81	154.29	142.53	144.92	141.62	145.15	147.69	146.18	106.91	123.34	143.81	124.06	147.26	118.45	144.18	199.85	130.84	138.32	175.03
"205892_s_at"	72.3	66.18	66.4	73.56	73.09	105.93	73.68	69.49	75.02	72.47	85.69	84.96	80.05	71.49	86.89	78.45	74.05	75.4	76.85	150.3	90.16	94.28	87.3	106.88	113.22
"205893_at"	368.71	548.82	623.79	478.6	514.83	382.49	421.76	441.16	762.59	535.76	542.19	547.28	460.32	480.64	739	661.6	386.67	470.81	485.63	391.12	157.97	117.55	293.19	299.45	181.59
"205894_at"	188.82	138.44	192.84	148.98	167.1	238.75	168.1	178.51	186.66	168.02	180.5	166.55	163.23	189.13	171.3	174.92	216.66	196.75	181.32	178.23	190.86	155.15	197.85	151.44	175.73
"205895_s_at"	247.98	295.78	255.82	291.11	286.59	243.74	388.41	241.4	253.45	370.62	301.1	280.28	289.04	276.07	232.35	251.53	252.03	284.59	281.37	293.74	279.56	404.21	273.47	407.47	360.45
"205896_at"	288.53	170.9	221.9	233.86	194.54	234.42	189.09	212.93	190.95	178.22	161.44	180.01	231.71	176.62	176.87	198.86	272.02	239.49	231.84	207.72	389.08	166.94	384.36	158.56	158.58
"205897_at"	309.01	291.39	239.67	257.9	263.3	309.86	283.65	272.88	228.67	316.86	206.61	283.48	252.19	309.99	225.14	217.5	245.75	276.08	274.4	327.84	287.94	302.98	283.69	284.43	335.01
"205898_at"	2109.89	1894.73	1914.46	2401.04	2238.88	1772.36	2111.09	1500.79	1857.17	1979.11	1735.7	2331.26	1801.17	2211.23	2105.83	1536.7	1971.19	1956.57	1906.7	2282.17	2051.26	1513.39	1734.42	1282.66	1188.22
"205899_at"	208.98	194.91	187.81	212.88	214.44	239.41	211.89	233.83	145.36	253.82	152.28	198.74	187.57	216.43	181.28	146.85	175.93	204.82	162.5	187.09	290.21	229.84	369.89	175.26	306.94
"205900_at"	169.22	187.98	214.04	158.9	234.63	226.12	256.16	234.99	187.65	246.33	196.69	206.76	227.5	275.23	188.14	182.85	188.12	221.07	197.67	318.42	264.16	223.89	212.31	189.26	325.14
"205901_at"	286.24	382.16	383.5	374.48	310.33	422	348.49	342.81	269.7	375.27	248.59	344.27	325.43	335.5	304	270.8	353.59	365.38	286.94	339.23	318.69	344.27	363.33	327.64	458.7
"205902_at"	241.03	739.8	497.15	374.26	402.6	953.81	652.1	735.97	568.95	489.53	173.68	536.48	507.09	449.75	800.75	565.65	321.57	303.48	267.04	358.97	797.83	237.93	735.55	229.5	210.67
"205903_s_at"	134.14	327.79	216.48	185.87	217.7	321.66	264.91	261.29	244.43	231.74	97.78	265.55	206.64	219.52	231.13	211.5	150.69	154.98	124.94	148.97	236.81	124.7	264.32	124.11	146.39
"205904_at"	81.12	72.17	96.77	101.59	83.66	110.48	100.9	151.11	75.77	78.77	89.34	70.27	100.78	89.57	95.18	100.87	82.97	92.64	73.35	77.18	82.47	85.84	105.76	97.52	75.18
"205905_s_at"	266.67	211.93	246	252.09	242.9	301.78	275.93	286.24	213.35	229.7	220.46	234.07	268.11	224.38	230.36	208.7	247.76	236.15	220.54	298.21	224.85	236.02	229.84	219.89	184.32
"205906_at"	234.1	201.07	183.14	152.6	201.16	219.97	198.3	222.37	173.09	214.95	179.02	201.14	197.34	208.19	172.78	176.22	225.63	209.82	162.6	252.29	522.34	186.4	435.63	192.98	177.99
"205907_s_at"	104.1	85.04	113.37	74.32	92.48	131.67	101.41	95.84	88.3	95.66	96.98	85.69	105.03	87.4	77.3	88.34	95.79	70.65	86.82	78.18	93.66	92.75	99.08	98.14	81.69
"205908_s_at"	60.95	44.07	61.55	44.05	52.88	55.62	56.59	43.01	42.65	55.68	36.51	43.95	62.24	64.2	39.42	47.23	46.45	37.45	43.14	53.93	59.74	47.78	56.34	52.78	70.28
"205909_at"	220.15	202.33	184.25	185.32	205.63	224.38	205.72	218.56	189.34	228.93	213.88	198.41	190.43	229.61	169.61	166.14	183.69	240.59	214.86	221.12	159.98	228.05	195.56	232.1	228.09
"205910_s_at"	97.56	102.22	124.12	114.8	127.75	152.49	106.37	91.76	109.96	119.59	111.09	110.98	105.1	109.46	111.87	113.77	108.15	104.5	86.25	142.81	123.02	150.28	143.18	136.61	151.26
"205911_at"	848.34	412.97	458.62	440.93	408.52	437.43	518.44	475.27	377.91	489.46	275.34	508.14	469.61	504.82	309.9	328.01	610.96	541.87	409.96	460.35	427.91	422.22	416.68	458.06	540.74
"205912_at"	144.44	155.29	145.58	139.66	138.09	163.04	148.24	137.52	161.45	192.45	157.3	155.93	142.33	154.58	140.48	124.96	165.47	144.99	179.29	169.65	171.22	213.34	175.07	235.47	156.05
"205913_at"	322.36	303.29	255.91	259.75	281.06	294.42	342.02	307.53	221.1	331.3	190.7	274.51	274.93	291.75	282.13	209.71	208.5	273.58	258.42	277.57	282.22	269.49	321.29	226.21	326.39
"205914_s_at"	265.79	207.61	176.56	142.36	223.15	202.73	210.06	174.15	187.77	196.35	150.22	187.84	213.48	256.32	179.31	162.35	154.22	178.78	184.12	271.21	228.7	258.77	174.93	202.35	156.83
"205915_x_at"	305.52	289.11	245.91	230.03	257.57	296.74	341.94	282.48	237.86	327.3	208.07	337.38	271.54	326.84	232.99	234.16	241.32	240.09	261.41	312.95	306.46	317.36	278.11	298.39	294.32
"205916_at"	173.92	157.53	149.39	132.32	164.89	146.28	204.33	193.77	136.33	181.58	137.19	172.44	161.26	203.58	143.16	121.14	137.12	160.67	138.6	149.97	167.57	147.9	142.56	127.39	192.17
"205917_at"	284	348.77	362.8	313.9	273.12	310.57	380.31	316.01	346.96	321.9	313.63	395.47	308.15	327.28	410.15	405.61	284.2	259.54	313.16	372.43	320.36	365.72	433.77	352.88	438.43
"205918_at"	196.14	201.66	161.45	188.22	191.4	222.59	167.98	169.63	174.48	144.5	161.79	176.42	175.38	175.02	185.02	188.52	165.02	194.41	173.17	190.19	266.34	303.79	243.8	287.57	377.03
"205919_at"	169.83	176.91	154.74	169.12	154.91	195.05	175.46	191.89	155.26	186.84	153.21	174.57	151.26	169.14	167.22	162.53	165.96	194.89	172.76	155.44	143.02	181.55	199.2	196.17	180
"205920_at"	201.28	175.12	160	156.72	178.43	172.21	201.54	182.15	159.06	185.64	152.16	172.33	168.07	194.67	146.59	135.65	162.59	188.87	135.4	193.68	166.25	190.47	153.92	155.11	165.71
"205921_s_at"	97.23	81.1	89.3	95.25	79.75	96.85	96.57	85.23	75.4	101.01	75.51	88.23	81.77	93.47	80.92	75.98	89.59	100.33	83.96	94.31	100.15	103.31	86.39	86.5	102.98
"205922_at"	131.9	102.21	103.7	117.72	121.02	171.41	136.52	143.13	103.67	108.77	122.63	137.64	128.56	118.52	131.51	130.75	111.42	114.9	119.59	144.84	129.87	114.28	106.35	98.84	90.3
"205923_at"	196.61	488.08	184.72	169.29	455.04	343.26	208.36	213.6	170.68	213.55	167.8	208.69	198.58	224.54	209.22	173.95	149.54	184.19	184.07	212.86	212.62	3840.6	2711.86	2888.7	525.86
"205924_at"	133.76	114.47	114.01	120.02	114.29	138	126.86	129.44	120.37	131.34	132.74	130.62	108.02	134.72	116.83	125.92	98.59	125.75	132.59	115.36	134.34	197.39	180.82	137.17	140.49
"205925_s_at"	122.7	109.66	104.99	110.84	117.64	129.09	129.53	117.77	109.6	117.62	108.87	116.45	112.78	130.49	97.6	97.83	105.99	113.06	108.87	132.65	120.55	148.53	134.54	111.48	172.91
"205926_at"	281.57	269.85	258.8	290.23	286.1	320.4	305.62	246.76	237.34	261.38	237.7	261.34	240.56	302.94	280.08	226.84	281.33	246.93	266.66	352.2	272.05	276.58	236.93	238.11	284.09
"205927_s_at"	424.19	292.36	295.26	250.1	373.99	380.91	371.68	383.6	291.67	501.6	318.88	357.05	399.34	391.24	294.44	275.58	311.9	281.72	262.88	371.49	390.9	291.12	345.16	288.33	344.99
"205928_at"	160.04	210.21	218	211.48	177.36	210.57	219.69	198.8	212.64	180.03	226.71	219.23	217.65	227.44	249.8	208.13	202.39	216.6	203.17	205.94	237.12	159.89	234.54	172.33	209.35
"205929_at"	254.26	296.95	227.96	264.73	222.56	254.77	302.75	252.51	233.12	292.58	218.52	281.87	244.15	299.24	209.21	209.15	228.81	246.62	207.51	212.61	280.43	271.78	235.8	222.36	291.66
"205930_at"	210.9	215.82	250.52	229.34	226.04	220.87	236.57	222.37	237.77	243.64	233.47	252.52	242.9	233.5	245.49	241.94	252.12	219.09	216.88	210.53	289.76	226.83	214.5	226.2	234
