"ID_REF"	"GSM322969"	"GSM323054"	"GSM323523"	"GSM323524"	"GSM323525"	"GSM323526"	"GSM323527"	"GSM323528"	"GSM323529"	"GSM323530"	"GSM323531"	"GSM323554"	"GSM323555"	"GSM323557"	"GSM323558"	"GSM323559"	"GSM323560"	"GSM323561"	"GSM323562"	"GSM323563"	"GSM323564"	"GSM323565"	"GSM323566"	"GSM323567"	"GSM323569"
"1007_s_at"	3386.78	3325.85	3311.03	3563.78	3363.26	3623.68	3535.99	3171.82	3627.84	3471.29	2845.62	3445.07	3719.42	3539.13	3726.9	3785.11	3672.63	3939.66	2868.42	3437.73	3118.19	1195.91	2675.79	1129.35	1856.85
"1053_at"	300.05	216.07	213.97	248.68	271.44	245.25	241.93	251.52	206.22	225.55	254.89	211.77	233.11	234.32	237.11	217.74	205.51	247.06	279.97	260.18	201.07	306.47	271.02	246.67	292.16
"117_at"	249.2	215.01	266.04	220.23	231.63	311.34	315.74	279.02	221.36	217.1	284.21	229.47	264.9	252.45	245.77	229.16	302.51	224.36	240.11	309.93	355.04	275.34	247.42	230.05	224.9
"121_at"	1383.53	1401.26	1139.06	1296.08	1063.44	1325.59	1381.33	1215.46	1121.68	1229.96	1095.55	1230.04	1232.83	1417.63	1212.26	1068.89	1144.76	1143.3	1016.01	1142.18	1294.14	1379.17	1200.53	1103.67	1095.29
"1255_g_at"	62.45	64.93	68.46	67.55	72.12	74.64	59.86	62.74	63.72	69.61	64.68	67.18	57.74	63.29	71.9	57.27	51.79	63.87	52.56	63.12	64.41	68.7	59.32	49.64	113.94
"1294_at"	426.71	432.39	429.28	477.28	383.77	500.37	435.37	424.53	412.34	405.23	409.52	422.66	432.71	457.74	442.27	412.95	479.03	490.18	472.65	526.47	494.74	468.88	517.35	419.73	458.54
"1316_at"	170.98	186.61	189.25	188.78	197.08	211.48	197.32	203.78	174.28	217.55	174.9	186.08	179.16	216.09	208.54	172.69	186.75	201.74	167.42	221.55	189.03	231.08	232.46	201.75	212.84
"1320_at"	220.58	199.66	196.66	212.62	185.63	199.18	219.65	194.15	176.8	207.3	188.95	180.85	184.55	199.39	150.5	149.44	191.67	193.24	181.64	161.24	191.8	186.19	149.22	164.05	239.88
"1405_i_at"	182.11	154.09	146.25	148.51	131.2	168.38	162.45	173.53	122.09	141.52	95.85	150.05	167.29	177.19	134.98	157.49	165.64	147.3	376.71	161.65	443.36	132.24	125.52	122.13	126.15
"1431_at"	79	80.72	78.77	66.52	78.44	73.08	70.9	69.87	78.19	91.4	72.75	68.43	63.06	81.44	64.14	62.54	72.46	89.36	76.2	74.93	72.17	91.82	104.54	124.72	111.97
"1438_at"	158.56	180.34	164.89	182.34	184.18	180.76	181.94	158.95	157.14	198.87	169.5	164.86	168.97	186.62	152.9	154.1	172.77	190.28	156.73	194.28	185.03	240.31	186.69	229.18	216.57
"1487_at"	290.86	282.41	259.25	342.13	282.16	332.9	295.5	285.64	286.37	269.38	256.78	254.6	276.78	285.3	305.05	287.8	280.98	418.34	341.09	345.27	330.36	360.57	403.87	385.71	340.16
"1494_f_at"	388.69	399.36	374.52	392.08	398.71	460.47	369.74	372.48	316.06	487.45	312.21	362.08	353.99	420.82	406.64	320.19	309.02	371.8	314.08	394.29	390.05	389.79	410.38	345.84	392.15
"1598_g_at"	695.98	717.43	713.24	954.25	656.09	900.39	927.45	1135.16	608.56	688.65	746.12	769	746.75	763.61	730.57	726.86	826.27	798.82	726.92	861.51	1271.49	996.36	1307.23	984.78	1034.24
"160020_at"	2657.93	2709.61	2350.28	2229.37	2095.95	2614	2907.51	2385.36	2191.3	2657.93	2316.92	2795.68	2365.23	3049.06	2294.91	2070.2	2410.6	2570.07	1771.67	2371.64	2537.8	2807.72	2899.51	2148.6	2036.07
"1729_at"	403.52	308.51	379.71	352	350.77	393.04	391.31	391.8	329.14	363.62	311.74	394.41	399.73	352.02	352.38	332.78	407.9	391.53	342.53	362.76	377.17	277.64	317.42	274.79	322.94
"1773_at"	289.17	241.05	312.15	269.84	311.15	238.98	257.81	210.49	298.79	301.09	272.22	285.58	271.54	249.5	212.88	248.98	222.14	260.78	259.65	250.06	185.23	243.24	202.01	266.53	252.22
"177_at"	185.65	204.68	178.11	185.9	201.11	206.64	223.3	180.96	148.85	215.06	167	181.29	185.72	193.49	168.91	147.03	183.22	171.11	169.36	203.13	199.75	188.49	167.89	155.95	204.81
"179_at"	1015.6	886.11	894.06	1073.72	958.71	1100.49	1027.6	889.96	840	969.14	903.92	963.84	899.74	1125.53	827.79	828.45	976.72	1028.28	840.73	1051.35	974.65	1044.87	984.59	918.32	1191.17
"1861_at"	191.95	170.03	216.01	204.38	218.62	132.5	168.44	179.52	222.79	165.45	204.67	184.33	182.56	148.23	181.04	205.73	168.31	209.4	217.88	152.28	145.6	151.3	182.9	204.86	249.46
"200000_s_at"	705.62	798.88	878.36	829.97	758.93	915.49	744.03	808.12	890.57	808.79	865.44	852.17	822.04	754.45	766.02	875.66	793.95	873.87	887.64	866.84	1070.04	1037.7	956.55	1299.18	1186.89
"200001_at"	1710.45	1176.22	1277.57	1465.86	1417.21	1102.79	1277.81	1355.72	1529.62	1095.03	1309.01	1555.89	1401.59	1155.77	1263.43	1445.84	1591.28	1587.7	1544.15	1429.46	1239.67	939.71	1108.53	1389.66	1254.72
"200002_at"	3355.38	2797.19	3098.51	3458.39	3690.6	3153.05	3278.9	3221.98	3150.79	3130.49	3553.9	3304.92	3503.99	2906.89	3283.76	3133.01	3227.77	3579.04	4456.04	3477.19	3136.16	3043.96	3679.86	3394.84	3786.08
"200003_s_at"	4669.19	3747.88	4738.39	5049.3	5270.7	3762.6	4568.23	4208.65	4675.46	4467.25	6387.4	4610.54	4613.12	4267.56	4196.14	4875.23	4542.8	4637.22	5204.29	4183.51	4684.85	3407.89	3766.87	3040.1	4430.24
"200004_at"	2475.01	3015.5	3300.13	3159.8	2730.22	3385.69	2816.85	3049.22	3125.74	2714.16	3123.4	2576.77	3079.63	2941.14	3365.69	3319.52	3442.15	3766.69	2596.23	3053.08	2321.78	2753.88	3671.43	2758.86	3634.21
"200005_at"	962.65	930.65	1288.89	1104.11	1079.81	1108.87	1026.44	1096.62	1161.04	935.86	1323.71	1061.61	1031.19	1019.38	1375.62	1292.35	1256.56	1050.53	1354.12	1123.77	1370.9	901.78	835.68	1247.36	1273.61
"200006_at"	2578.25	2320.4	2695.61	2313.79	2476.13	2304.29	2391.88	2362.33	2661.39	2346.07	2581.5	2655.44	2934.37	2152.46	2373.43	2562.87	2618.6	2426.89	2755.53	2325.6	2452.37	3149.44	3157.8	3150.2	1875.36
"200007_at"	2649.05	2975.74	2949.97	3488.14	3097.91	3066.45	3181.01	2835.77	2957.87	3321.37	2805.59	3158.09	2802.55	2737.35	3125.43	3280.32	3062.91	3312.74	2879.2	2767.81	2310.19	3101.22	3330.01	2630.59	1882.44
"200008_s_at"	988.88	949.45	931.11	885.66	977.02	529.95	857.11	713.76	871.92	972.91	1063.61	1044.13	945.6	752.39	482.61	705.92	827.48	908.73	783.48	540.78	535.67	668.28	448.46	829.45	796.78
"200009_at"	2117.29	1621.17	1927.4	1698.32	1987.28	1635.4	1900.04	1752.61	1892.14	1890.97	1779.99	1919.97	2277.64	1992.83	1713.15	2035.73	2050.21	1943.89	1969.02	1910.51	1624.08	1147.9	1147.15	1452.25	1480.21
"200010_at"	2940.94	2611.17	3040.07	3008.29	2438.85	2562.51	3110	2754.68	2904.24	2363.94	3156.37	2784.75	2812.17	2594.63	2661.32	3026.58	2993.33	2949.16	3643.63	2655.24	2632.25	2918.54	2777.73	2688	3096.13
"200011_s_at"	1312.84	1348.85	1130.63	1328.15	1204.46	1253.92	1137.44	1159.82	1434.23	1255.6	963.38	1344.74	1235.58	1085.66	1460.24	1309.31	1294.54	1189.86	1434.76	1416.6	823.43	1421.03	1364.54	1152.86	1124.37
"200012_x_at"	4083.53	3768.48	4408.11	4816.02	4282.52	4671.33	4264.21	4144.49	3938.57	3701.58	4633.18	3971.9	4379.94	4369.35	4563.14	4390.82	4585.54	4384.99	4991.21	4100.09	3165.1	5337.39	4029.37	5423.87	3690.48
"200013_at"	3785.37	3407.05	4026.08	3651.63	3591.82	3599.87	3394.87	3591.39	3822.14	3218.42	4037.45	3216.34	3719.44	3321.33	3726.45	3509.89	3408.95	3429.58	4427.13	3916.55	4365.27	4248.52	4404.1	4606.72	3951.32
"200014_s_at"	1463.71	1666.36	2020.54	1953.76	1729.28	1783.6	1650.41	1779.49	1880.28	1686.37	1923.73	1758.29	1951.69	1586.28	2017.33	1821.63	1855.46	1554.45	1764.9	1994.72	1285.47	1522.87	1785.04	1439.21	1681.78
"200015_s_at"	2935.89	3584.95	3689.72	3732.93	3093	3295.83	2997.69	3001.06	3624.43	3549.81	3171.02	3362.19	3337.25	3274.94	4254.24	3764.61	3335.44	3149.84	3225.81	3016.9	3131.11	1782.65	2571.04	1633.87	1385.13
"200016_x_at"	5386.65	5514.28	5857.28	5855.6	5451.9	4641.22	6221.33	5261.92	6005.18	5965.07	7087.01	5853.28	5748.12	6709.59	6143.04	5870.43	5375.83	5431.55	5356.81	6151.14	4214.13	6588.89	6021.33	6133.78	6067.66
"200017_at"	3825.55	3854.43	4647.07	4304.1	3725.13	4398.9	3968.88	4058.16	4246.07	4069.21	4610.04	4066.38	4132.32	3784.78	4381.49	4317.76	4345.59	4168.05	4302.59	3815.06	3916.44	4560.84	4362.06	4580.31	3805.99
"200018_at"	4278.19	3629.7	4521.31	4181.93	3542.94	4485.49	4340.43	4717.8	3842.08	3652.78	3809.3	4218.69	4116.81	3966.83	4289.26	4072.62	4494.54	4800.84	4207.41	4015.55	5822.53	4145.11	4111.87	3851.54	5245.64
"200019_s_at"	3516.83	2826.18	3334.93	3238.05	2896.58	3290.48	3064.76	3385.84	2964.1	2643.06	3087.66	3017.92	3202.53	2724.99	2944.3	2986.82	3205.73	3826.15	3909.05	3165.94	4226.81	2728.43	3031.12	2727.46	3755.83
"200020_at"	894.82	887.55	1264.95	892.45	903.29	970.35	930.37	1089.21	1149.09	897.91	1150.06	1037.75	1074.05	925.9	1328.68	1156.23	990.07	1122.77	1144.12	1167.7	800.17	794.74	857.51	881.78	866.01
"200021_at"	5864.67	6355.21	6290.26	6682.11	6816.58	6499.43	5856.05	5740.11	6528.05	6685.33	5573.96	6044.98	6310.47	5875.04	6282.75	6251.91	6777.54	6978.42	6310.34	7115.65	5988.09	5666.19	6324.5	5386.73	6384.08
"200022_at"	3303.92	2907.09	3425.83	3054.34	3311.39	2706.07	2883.78	2662.42	3370.29	3083.14	4025.98	2960.38	3072.87	2858.98	3000.89	3172.83	3052.46	2947.32	3543.62	2937.99	2416.49	2989.74	2594.79	3312.34	3970.63
"200023_s_at"	993.82	981.27	1340.81	1065.11	1200.41	973.87	1080.21	1261.03	1390.09	1036.45	1351.19	1259.66	1070.55	1067.3	1259.25	1304.41	1087.29	1302.23	1312.34	937.18	1416.6	784.59	746.02	1056.64	1733.11
"200024_at"	2622.84	1943.9	2406.82	2426.17	3115.37	2424.25	2476.78	2291.3	2257.77	1964.1	3542.09	2347.07	2580.11	2152.57	1916.39	2111.74	2531.35	2566.13	3050.78	2108.05	2576.93	2710.5	2238.6	2922.04	4161.11
"200025_s_at"	3746.68	3163.96	3519.26	3790.5	3253.16	3640.9	3274.53	3538.45	3297.41	2697.65	4053.64	3105.56	3526.22	3024.72	3934.72	3794.33	3803.96	3433.72	4524.81	3782.69	3773.66	3502.76	3112.49	3064.24	4823.29
"200026_at"	5491.3	5265.16	6087.5	5441.72	5266.75	5801.76	5713.7	5808.69	6072.69	5855.59	6239.02	5733.51	6108.32	5708.17	6004.35	5468.96	5866.27	5081.79	6052.23	5746.23	5627.54	5972.1	6405.68	6220.49	6300.73
"200027_at"	1153.83	1101.98	1280.1	1247.08	1179.67	1314.05	1225.57	1343.1	1304.51	1088.76	1250.84	1205.54	1263.53	1005.9	1432.73	1261.45	1320.79	1255.13	1315.89	1308.52	1419.29	1613.56	1746.88	1891.25	726.08
"200028_s_at"	2225.61	2081.21	2112.38	2099.61	1957.42	2373.49	1966.8	2136.51	2313.78	2050.47	2071.9	2050.44	2191.13	1918.83	2281.6	1953.16	2049.54	1953.59	1870.43	1804.11	2111.58	1673.21	2364.76	1867.12	1885.85
"200029_at"	3971.54	3421.64	3984.14	4146.56	3956.12	3844.49	3954.72	3679.25	3684.79	3487.94	4694.96	3940.35	3945.12	4179.04	3716.16	3717.91	3945.04	3976.34	4562.9	4001.99	5196.47	3146.36	3444.45	3320.24	5105.71
"200030_s_at"	2412.6	2179.14	2332.1	2262.59	2485.36	1946.1	2269.52	2041.3	2330.04	2385.72	2367.7	2419.12	2340.58	2108.28	1929.16	2165.9	2415.32	2556.45	2194.79	2011.67	1637	2379.43	2081.11	2853.09	2417.78
"200031_s_at"	5827.35	4911.38	6214.73	5519.33	5299.62	5427.35	5663.43	5513.64	5945.1	5135.24	6871.68	5896.5	5824.57	5102.71	4920.87	5890.15	5702.39	4976.42	6435.41	5131.87	6180.96	5992.42	6111.06	5720.65	8140.81
"200032_s_at"	3978.6	3950.76	5159.16	4597.69	4539.9	4686.03	4665.94	4711.32	5113.85	4231.17	5781.02	4166.56	4813.07	4822.65	4895.85	5040.15	4953.12	4973.57	5159.64	5066.94	4467.34	5780.42	5881.98	5817.65	6042.9
"200033_at"	1746.5	2152.23	2481.72	2218.01	2027.44	2338.11	1807.33	2006.01	2406.26	2193.88	2546.07	2059.35	2438.89	1870.08	2161.12	2329.35	2570.73	2365.97	2313.86	2046.62	2528.39	2062.42	3256.7	1920.5	1903.29
"200034_s_at"	2147.05	1608.32	2653.91	2142.47	2489.69	2088.93	2099.29	2181.63	2425.53	1963.21	3307.38	2187.39	2379.84	1763.52	2336.17	2725.73	2546.49	2639.46	2676.43	2286.58	2808.27	2614.61	2463.15	3056.18	2524.54
"200035_at"	742.96	882.67	1018.58	891.31	844.54	784.57	888.32	838.78	916.15	830.17	710.21	844.33	813.85	850.2	1072.37	1034.45	908.38	836.08	1031.74	1042.25	1005.12	656.08	745.37	723.73	1095
"200036_s_at"	2422.82	1857.67	2356.64	2466.29	2493.8	2012.83	2067.37	2238.75	2240.35	1979.94	3070.33	2141.66	2312.42	1910	1819.41	2031.99	2475.18	2480.89	2344.55	1978.52	1709.12	2112.86	1483.14	2504.68	2921.12
"200037_s_at"	989.82	1148.48	1541.4	1175.39	1255.07	1118.59	1039.4	1214.82	1436.79	1112.87	1694.72	1232.05	1293.58	1116	1297.14	1322.61	1149.54	1324.34	1362.2	1305.35	1180.71	950.46	916.92	1171.37	1268.6
"200038_s_at"	4033.74	3782.98	4210.93	4152.22	4433.9	3693.66	4423.37	3969.78	4247.75	3803.33	5249.78	4243.32	4409.75	3886.69	4040.15	4117.17	4120.19	4009.46	4656.18	3881.8	3666.87	4832.94	3947.34	4642.24	3229.88
"200039_s_at"	674.07	559.39	681.63	607.76	652.47	570.58	558.64	587.22	767.79	574.62	726.44	734.39	684.17	532.22	536.25	686.6	710.74	626.05	883.56	665.2	428.22	453.24	438.87	547.72	780.37
"200040_at"	1668.94	1440.38	1566.82	1332.49	1402.96	1275.02	1522.37	1449.56	1505.79	1312.65	2250.97	1620.54	1488.01	1474.18	1714.99	1492.43	1366.58	1350.61	1588.17	1687.22	1625.5	2505.16	2043.63	2395.49	2451.83
"200041_s_at"	1357.02	1514.9	1586.38	1611.35	1417.83	1574.36	1258.26	1464.08	1772.89	1505.27	1857.46	1568.45	1480.63	1683.15	2091.27	1866.28	1773.7	1613.95	1808.39	2000.9	1492.77	1609.26	1903.66	1806.65	1905.98
"200042_at"	592.24	698.49	763.75	686.26	777.93	787.29	645.66	654.32	711.47	732.95	671.08	721.31	738.16	660.6	636.48	710.21	733.15	668.37	701.78	557.41	547.6	550.1	521.59	679.23	538.36
"200043_at"	1405.19	1634.03	1941.91	1696.57	1690.17	1794.13	1498.61	1773.85	1770.39	1538.49	1925.38	1783.11	1733.98	1446.94	2024.39	1871.58	1951.94	1803.64	1912.04	1959.99	1593.69	1849.49	2269.1	1921.67	1745.93
"200044_at"	988.61	828.75	1044.39	822.71	1030.57	947.02	984.92	1014.75	1061.91	787.31	1247.27	937.4	1032.31	809.21	931.42	1037.25	1056.2	915.61	1095.24	1142.11	840.17	1078.65	1124.37	1040.52	1143.61
"200045_at"	928.02	992.79	820.69	948.23	811.29	913.33	1016.46	884.21	653.47	908.77	739.34	839.16	829.89	1017.74	879.92	751.11	1015.16	874.95	972.28	1196.58	1050.2	1115.27	1047.64	905.94	959.02
"200046_at"	1584.91	1367	1586.27	1366.62	1445.52	1455.19	1574.52	1535.78	1528.55	1284.4	1285.76	1523.71	1636.46	1203.19	1207.66	1410.06	1682.68	1503.03	1592.88	1090.74	973.99	942.58	1250.44	874.47	795.36
"200047_s_at"	687.4	734.04	862.31	722.16	904.57	662.08	731.39	841.64	847.38	673.32	1023.35	768.24	820.19	636.53	924.85	872.85	782.26	787	884.68	621.71	790.05	692.81	678.77	657.97	901.64
"200048_s_at"	1280.49	1076.65	1412.86	1349.95	1468.23	1369.27	1212.42	1236.79	1398.86	1262.21	1368.46	1229.16	1569.54	1071.2	1355.22	1432.85	1439.95	1449.67	1585.59	1443.94	1050.76	1374.9	1222.55	1450.43	1138.48
"200049_at"	872.17	974	814.77	839.32	819.18	767.51	1005.38	830.95	872.12	1031.06	746.87	931.14	800.84	941.09	871.09	795.73	768.11	906.52	795.59	881.6	956.57	996.37	1036.77	1039.28	741.57
"200050_at"	709.07	750.22	921.86	740.92	884.54	720.27	748.69	737.6	851.92	808.02	841.49	762.73	804.32	795.97	878.63	848.67	835.25	723.68	743.53	842.73	551.14	335.14	636.07	627.55	618.93
"200051_at"	282.28	401.53	415.23	365.67	345.01	389.49	303.07	358.23	397.73	383.58	302.63	349.68	337.7	318.19	421.97	394.56	311.82	423.44	408.53	382.26	371.85	256.69	284.33	309.22	315.14
"200052_s_at"	524.46	493.31	582.19	496.83	526.92	360.2	454.72	409.1	572.56	523.14	746.02	596.03	583.41	460.59	354.68	486.3	503.97	446.92	543.01	310.06	252.43	418.76	360.19	465.69	1052.36
"200053_at"	687.89	614.52	736.44	576.78	760.01	623.55	684.73	670.21	743.9	666.04	711.92	630	636.07	662.16	697.69	741.29	829.44	594.46	757.92	826.16	783.51	561.58	722.6	567.64	800.66
"200054_at"	394.18	265.36	319.58	346.22	418.05	246.82	341.04	387.43	314.62	302.23	339.79	299.58	370.39	255.77	315.93	323.52	319.19	427.64	365.76	388.2	299.14	175.98	203.58	221.83	448.79
"200055_at"	708.95	580.94	662.86	736.52	848.73	800.97	627	805.24	713.13	561.85	604.47	667.9	690.89	643.95	743.8	785.72	928.18	1051.83	1031.76	1000.89	1130.07	502.06	695.95	529.24	651.35
"200056_s_at"	360.6	420.66	506.16	411.8	585.53	363.66	423.58	419.43	473.96	464.05	530.43	408.49	520.92	338.25	411.99	489.86	488.77	314.44	373.04	237.25	302.25	464.2	351.81	520.73	291.45
"200057_s_at"	1923.76	2207.24	2392.07	2155.77	2093.92	2175.53	2191.57	1924.69	2402.37	2204.98	2793.24	2318.07	2094.26	2113.31	2865.19	2621.11	2246.71	2045.04	2181.59	2278.3	1865.43	2565.31	2348.68	2578.67	2553.68
"200058_s_at"	830.2	956.65	1159.92	907.87	853.83	1113.31	944.56	1117.51	987.22	873.13	1105.46	974.81	939.18	854.38	1244.67	1114.02	1163.42	910.98	1015.55	1032.51	1587.45	998.13	1393.94	1091.29	1248.96
"200059_s_at"	2327.67	2359.35	2549.27	2863.85	2595.88	2302.5	2450.1	2423.8	2649.24	2447.61	2780.94	2581.31	2808.41	2171.6	2110.12	2626.2	2817.01	2708.5	2434.52	1993.59	1785.85	1986.25	1812.79	2040.22	1670.38
"200060_s_at"	1157.71	1237.69	1277.9	1273.3	1145.42	1206	1051.74	1147.06	1254.39	1120.91	1466.47	1218.21	1186.45	1184.29	1425.25	1354.59	1250.21	1072.68	1360.16	1661.73	1038.11	1663.07	1720.17	1600.28	1764.75
"200061_s_at"	5576.58	5122.76	5800.3	5518.68	4869.12	5373.08	5386.99	5222.75	6284.09	4638.79	6639.16	5652.68	5869.69	5376.47	6263.05	6074.24	6002.56	5783.3	6428.64	5799.9	5761.67	6099.77	5697.77	5772.49	5161.68
"200062_s_at"	4060.66	3826.98	5305.34	4022.01	3754.05	4467.32	4395.76	4681.07	4443.25	3996.85	4800.13	4458.76	4456.89	4540.66	4274.26	4748.68	4757.47	5101.42	4142.53	3774.81	4558.54	4323.77	4349.88	4335.82	5930.5
"200063_s_at"	2825.74	3178.47	3322.14	3107.99	3187.28	2946.12	3149.83	3576.51	3162.37	3275.58	3563.22	3016.88	2973.88	2890.11	3585.65	3185.41	3335.3	3233.87	3048.89	3183.44	3096.91	2916.61	3136.8	3401.4	1767.77
"200064_at"	2989.97	3335.26	3017.08	3275.31	2714.73	2826.96	3066.27	3583.66	3236.26	3493.65	3370.94	3231.87	2894.76	3289.04	2708.13	3015.68	2615.53	3891.72	2860.94	3386.15	2228.92	3936.7	3767.93	4739.24	2889.24
"200065_s_at"	1689.58	1852.21	1806.5	2004.88	1683.76	1521.02	1780.46	1872.36	2003.59	1643.97	1957.34	1881.18	1768.5	1673.94	1977.73	1933.09	1891.18	1867.89	1558.38	2043.66	1205.86	1908.69	2207.14	1981.89	1892.07
"200066_at"	630.74	786.4	796.58	808.87	731.41	936.78	768	1008.47	730.77	724.73	762.2	718.39	814.96	700.65	866.86	756.96	705.9	989.82	721.93	756.49	1489.98	737.86	1430.89	861.39	597.19
"200067_x_at"	1697.78	1650.82	1985.81	1851.61	2237.71	1936.48	1904.48	1992.18	1954.46	1602.99	1936.47	1690.73	2259.06	1555.12	1730.6	1872.18	2121.04	2241.21	1774.86	1454.31	1341.4	1612.82	1514.91	1489.69	1006.8
"200068_s_at"	3158.1	2800.08	3948.91	2996.92	3132.04	3220.84	3568.31	4099.91	3727.7	3045.58	2775.95	3153.25	2993.71	2657.71	3183.74	3510.21	3099.83	4389.36	2545.47	2707.16	3819.8	2335.75	3409.66	2689.74	1554.11
"200069_at"	260.91	263.26	349.01	267.33	314.74	314.96	276.72	329.56	332.37	334.54	410.03	302.74	328.55	317.28	393.65	324.15	298.02	274.91	296.71	266.32	242.18	325.59	390.78	349.15	365.95
"200070_at"	486.49	436.37	619.06	323.73	462.77	439.34	474.35	535.25	525.05	418.94	525.7	499.23	526.72	363.48	521.41	588.19	578.61	579.38	561.05	548.98	566.15	516.46	632.12	497.32	586.66
"200071_at"	291.96	258.61	376.19	299.86	351.85	322.29	352.77	394.12	368.88	285.74	432.99	304.93	400.04	284.03	366.53	372.24	333.72	263.95	336.25	290.55	291.21	334.98	318.63	345.09	343
"200072_s_at"	944.37	890.8	1027.3	1105.42	1023.64	1106.13	809.32	1054.74	1118.6	1040.15	1148.19	978.49	1112.12	983.87	1125.8	1105.53	977.14	1140.97	1293.35	1353.52	632.16	1013.22	847.25	1026.69	1215.8
"200073_s_at"	1980.13	2186.85	1726.56	2028.01	1733.16	1681.39	1832.14	1860.54	1811.99	2119.9	1995.84	1820.78	1963.59	2051.16	2175.29	1832.87	1825.97	1634.28	1729.77	2416.98	1266.58	1836.98	2257.82	1691.21	1931.48
"200074_s_at"	1960.39	1261.14	1447.17	1276.24	1298.09	1190.54	1647.23	1606.38	1315.17	936.2	1785.44	1538.01	1532.4	1150.3	1173.81	1379.47	1524.79	1497.85	1874.25	1326.08	2087.83	1473.24	1033.12	1801.19	1768.24
"200075_s_at"	506.78	408.46	535.21	585.36	747.34	552.78	477.88	418.2	579.9	464.11	535.71	557.05	625.09	492.1	491.79	624.96	686.84	578.39	672.43	510.24	428.06	745.39	609.62	865.2	733.81
"200076_s_at"	813.88	640.3	824.23	632.71	796.65	713.31	820.58	827.3	770.87	649.39	797.28	781.71	821.47	714.29	806.74	831.01	854.81	795.75	889.76	828.97	801.65	538.76	649.32	573.2	563.97
"200077_s_at"	3413.22	3556.7	3917.41	3985.27	3899.95	3997.85	3839.72	3834.16	3752.07	3378.78	4275.88	3557.17	4291.91	3604.25	3997.66	4494.49	3919.05	4216.72	3923.65	4395.2	3209.03	4894.56	4704.99	4309.5	2843.9
"200078_s_at"	1339.71	934.12	1117.62	1087.16	1264.69	928.59	1153.27	1060.19	1306.99	1072.27	1109.35	1263.23	1171.65	998.13	1070.14	1192.12	1102.57	1177.77	1265.22	1209.16	899.04	1434.23	1111.91	1392.97	1347.77
"200079_s_at"	939.27	702.52	857.02	809.96	799.96	640.81	891.35	866.38	928.98	847.56	871.8	889.21	819.69	846.62	787.71	833.96	896.78	930.75	999.84	910.11	863.59	673.78	778.54	946.19	982.69
"200080_s_at"	2150.39	2775.01	3379.74	3014.21	2607.78	2931.65	2781.62	2654.17	3287.16	2686.95	3642.65	2759.01	2981.71	2906.36	3458.36	3322.47	3168.29	2716.15	2528.88	3136.83	2574.07	3564.89	4106.12	2604.53	3320.02
"200081_s_at"	4137.41	3136.07	4109.14	4038.22	3553.61	3346.07	3729.6	3719.77	3671.52	3213.31	5326.57	3756.1	3818.73	3433.66	3917.54	4030.97	3705.63	4180.93	4826.79	4015.33	4496.38	3712.56	3963.23	4206.95	3470.1
"200082_s_at"	2672.67	2044.9	3205.41	2294.4	2455.91	2536.89	2733.44	2634.51	2869.62	2377.09	3761.72	2281.37	2764.86	2335.4	2588.26	2655.67	2684.83	2824.55	2844.82	2580.01	2907.9	2755.53	3161.14	3525.61	2523.82
"200083_at"	1080.84	1667.39	1808.57	1672.74	1576.02	1601.37	1751.26	1555.97	1727.61	1785.56	1768.07	1572.62	1612.45	1870.62	1939.74	2000.25	1733.39	1407.86	1332.77	1706.66	1593.93	2597.29	2582.72	2210.43	2185.38
"200084_at"	890.11	1045.52	1245.68	1137.15	1210.65	1093.07	1034.87	1411.08	1232.47	1002.31	1233.83	1178.35	1211.88	930.03	1166.69	1234.16	1161.84	1595.68	1191.63	1116.24	1032.47	1143.57	1280.04	1380.38	752.38
"200085_s_at"	1172.31	1062.45	1450.35	1199.27	1806.16	1220.87	1121.21	1122.05	1475.6	1249.61	1569.83	1297.53	1309.98	1019.74	983.26	1285.06	1135.09	1300.24	1632.43	1177.23	1021.17	1206.64	1403.46	1346.37	1674.91
"200086_s_at"	1634.34	1698.57	1782.44	1698.3	1887.92	1871.31	1818.79	1841.17	1811.04	1698.97	1796.64	1750.34	1802.19	1652.12	2087.53	1822.94	1943.53	1846.11	2082.7	1810.43	1757.6	2377.67	2989.61	2835.71	1731.35
"200087_s_at"	1120.93	822.19	1471.45	1088.4	1544.76	1321.5	1451.52	1446.15	1412.29	1196.45	1655.37	1233.01	1435.68	1174.44	1442.69	1564.59	1556.01	1811.58	1617.05	1514.93	1384.9	1270.74	1429.81	1329.79	1103.59
"200088_x_at"	4663.55	3165.31	4236.22	3980.73	3372.88	3717.73	4327.52	4331.25	4007.39	3100.66	4414.49	4680.6	3741.85	4196.15	4709.31	3771.53	4308.72	3449.02	5513.57	4992.76	4897.76	3389.57	3783.47	2955.03	4141.1
"200089_s_at"	3450.51	2624.89	3243.35	2861.93	2691.87	2888.3	2973.48	3122.56	2881.3	2998.6	3308.07	3063.32	2844.52	2604.05	3096.44	2663.64	3081.12	3652.07	3307.9	3125.33	3515.58	2885.35	2834.36	3343.42	3632.34
"200090_at"	978.85	1085.88	1272.36	1083.82	1349.37	1121.28	1059.82	1409.19	1113.32	1011.92	1126.66	1003.74	1186.46	997.14	1236.78	1094.1	1080.24	1358.18	1067.18	977.44	1001.62	663.5	1053.93	922.05	684.99
